"Name","Hometown","Year","Sport","School"
"Kyle Maas","Holland, Michigan",2018,"swimming-and-diving","Alabama"
"Richard Miksi","Szeged, Hungary",2018,"swimming-and-diving","Alabama"
"Nicholas Perera","Cincinnati, Ohio",2018,"swimming-and-diving","Alabama"
"Nico Perner","Essingen, Germany",2018,"swimming-and-diving","Alabama"
"Ryan Ratliff","Eldersburg, Maryland",2018,"swimming-and-diving","Alabama"
"Alex Robinson","Memphis, Tennessee",2018,"swimming-and-diving","Alabama"
"Tyler Sesvold","West Chicago, Illinois",2018,"swimming-and-diving","Alabama"
"Andrew Shea","Madison, Alabama",2018,"swimming-and-diving","Alabama"
"John Shelstad","Minnetonka, Minnesota",2018,"swimming-and-diving","Alabama"
"Colton Stogner","Bloomington, Illinois",2018,"swimming-and-diving","Alabama"
"Christian Strycker","Richmond, Virginia",2018,"swimming-and-diving","Alabama"
"Andrey Tretyakov","Huntsville, Alabama",2018,"swimming-and-diving","Alabama"
"Zane Waddell","Bloemfontein, South Africa",2018,"swimming-and-diving","Alabama"
"Spencer Walker","LaGrange Park, Illinois",2018,"swimming-and-diving","Alabama"
"Cade Auerbach","Johns Creek, Georgia",2019,"swimming-and-diving","Alabama"
"Cam Auerbach","Johns Creek, Georgia",2019,"swimming-and-diving","Alabama"
"Liam Bell","Atlanta, Georgia",2019,"swimming-and-diving","Alabama"
"Jonathan Berneburg","Wasenberg, Germany",2019,"swimming-and-diving","Alabama"
"Cole Brown","Louisville, Kentucky",2019,"swimming-and-diving","Alabama"
"Sam DiSette","Leawood, Kan.",2019,"swimming-and-diving","Alabama"
"Alec Dixon","Kingwood, Texas",2019,"swimming-and-diving","Alabama"
"Nico Hernandez-Tome","Sarasota, Florida",2019,"swimming-and-diving","Alabama"
"Hunter Jaynes","Mansfield, Texas",2019,"swimming-and-diving","Alabama"
"Daniel Kober","Elmshorn, Germany",2019,"swimming-and-diving","Alabama"
"Shumpei Komatsu","Tsukuba, Japan",2019,"swimming-and-diving","Alabama"
"Kevin Li","Fujian, China",2019,"swimming-and-diving","Alabama"
"Derek Maas","Holland, Michigan",2019,"swimming-and-diving","Alabama"
"Kyle Maas","Holland, Michigan",2019,"swimming-and-diving","Alabama"
"Matt Menke","Lexington, Kentucky",2019,"swimming-and-diving","Alabama"
"Nicholas Perera","Cincinnati, Ohio",2019,"swimming-and-diving","Alabama"
"Nico Perner","Essingen, Germany",2019,"swimming-and-diving","Alabama"
"Ryan Ratliff","Eldersburg, Maryland",2019,"swimming-and-diving","Alabama"
"Alex Robinson","Memphis, Tennessee",2019,"swimming-and-diving","Alabama"
"Tyler Sesvold","West Chicago, Illinois",2019,"swimming-and-diving","Alabama"
"Andrew Shea","Madison, Alabama",2019,"swimming-and-diving","Alabama"
"John Shelstad","Minnetonka, Minnesota",2019,"swimming-and-diving","Alabama"
"Colton Stogner","Bloomington, Illinois",2019,"swimming-and-diving","Alabama"
"Riley VanMeter","Holland, Michigan",2019,"swimming-and-diving","Alabama"
"Zane Waddell","Bloemfontein, South Africa",2019,"swimming-and-diving","Alabama"
"Jack Zhu","Canton, Mississippi",2019,"swimming-and-diving","Alabama"
"Kalia Antoniou","Limassol, Cyprus",2019,"swimming-and-diving","Alabama"
"Halia Bower","Framingham, Massachussets",2019,"swimming-and-diving","Alabama"
"Alli Boyd","St. Petersburg, Florida",2019,"swimming-and-diving","Alabama"
"Cameron Brown","Louisville, Kentucky",2019,"swimming-and-diving","Alabama"
"Sydney Carlson","Phoenix, Arizona",2019,"swimming-and-diving","Alabama"
"Natalie Donkle","Madison, Wisconsin",2019,"swimming-and-diving","Alabama"
"Jocelyn Fisher","Holtsville, New York",2019,"swimming-and-diving","Alabama"
"Emily Graham","Westmont, Illinois",2019,"swimming-and-diving","Alabama"
"Lydia Jackson","Crestwood, Kentucky",2019,"swimming-and-diving","Alabama"
"Abby Koczo","Frisco, Texas",2019,"swimming-and-diving","Alabama"
"Morgan Liberto","Elkridge, Maryland",2019,"swimming-and-diving","Alabama"
"Tanesha Lucoe","Victoria, British Columbia",2019,"swimming-and-diving","Alabama"
"Kensey McMahon","Jacksonville, Florida",2019,"swimming-and-diving","Alabama"
"Flora Molnar","Nagykanizsa, Hungary",2019,"swimming-and-diving","Alabama"
"Kacey Oberlander","York, Pennsylvania",2019,"swimming-and-diving","Alabama"
"Meg Peel","Spring Lake, Michigan",2019,"swimming-and-diving","Alabama"
"Alexis  Preski","Springfield, Illinois",2019,"swimming-and-diving","Alabama"
"Maria Reed","Mobile, Alabama",2019,"swimming-and-diving","Alabama"
"Caitlin Reynera","The Woodlands, Texas",2019,"swimming-and-diving","Alabama"
"Polina Rukosuev","Orlando, Florida",2019,"swimming-and-diving","Alabama"
"Cathryn Salladin","Yorba Linda, California",2019,"swimming-and-diving","Alabama"
"Morgan Scott","Perkasie, Pennsylvania",2019,"swimming-and-diving","Alabama"
"Savannah Slater","Atlanta, Georgia",2019,"swimming-and-diving","Alabama"
"Ashley Slayton","Winchester, Tennessee",2019,"swimming-and-diving","Alabama"
"Lexi Souther","Waxhaw, North Carolina",2019,"swimming-and-diving","Alabama"
"Allie Surrency","Jacksonville, Florida",2019,"swimming-and-diving","Alabama"
"Mallory Underwood","Athens, Alabama",2019,"swimming-and-diving","Alabama"
"Tori VanBuskirk","Oviedo, Florida",2019,"swimming-and-diving","Alabama"
"Ashley Voelkerding","Cincinnati, Ohio",2019,"swimming-and-diving","Alabama"
"Rhyan White","Herriman, Utah",2019,"swimming-and-diving","Alabama"
"Julia Wolf","Valencia, California",2019,"swimming-and-diving","Alabama"
"Kaila Wong","Valencia, California",2019,"swimming-and-diving","Alabama"
"Cat Wright","Colorado Springs, Co.",2019,"swimming-and-diving","Alabama"
"Cade Auerbach","Johns Creek, Georgia",2020,"swimming-and-diving","Alabama"
"Cam Auerbach","Johns Creek, Georgia",2020,"swimming-and-diving","Alabama"
"Liam Bell","Atlanta, Georgia",2020,"swimming-and-diving","Alabama"
"Jonathan Berneburg","Wasenberg, Germany",2020,"swimming-and-diving","Alabama"
"Cole Brown","Louisville, Kentucky",2020,"swimming-and-diving","Alabama"
"Sam DiSette","Leawood, Kan.",2020,"swimming-and-diving","Alabama"
"Noah Evans","Deland, Florida",2020,"swimming-and-diving","Alabama"
"Hunter Jaynes","Mansfield, Texas",2020,"swimming-and-diving","Alabama"
"Matt King","Seattle, Washington",2020,"swimming-and-diving","Alabama"
"Shumpei Komatsu","Tsukuba, Japan",2020,"swimming-and-diving","Alabama"
"Kevin Li","Fujian, China",2020,"swimming-and-diving","Alabama"
"Derek Maas","Holland, Michigan",2020,"swimming-and-diving","Alabama"
"Jake Marcum","Chattanooga, Tennessee",2020,"swimming-and-diving","Alabama"
"Matt Menke","Lexington, Kentucky",2020,"swimming-and-diving","Alabama"
"Christopher O'Connor","North Canton, Ohio",2020,"swimming-and-diving","Alabama"
"Blake Peeples","Madison, Mississippi",2020,"swimming-and-diving","Alabama"
"Nicholas Perera","Cincinnati, Ohio",2020,"swimming-and-diving","Alabama"
"Nico Perner","Essingen, Germany",2020,"swimming-and-diving","Alabama"
"Kacper Piotrowski","Warsaw, Poland",2020,"swimming-and-diving","Alabama"
"Alex Robinson","Memphis, Tennessee",2020,"swimming-and-diving","Alabama"
"Tyler Sesvold","West Chicago, Illinois",2020,"swimming-and-diving","Alabama"
"Andrew Shea","Madison, Alabama",2020,"swimming-and-diving","Alabama"
"Trey Sheils","Daphne, Alabama",2020,"swimming-and-diving","Alabama"
"John Shelstad","Minnetonka, Minnesota",2020,"swimming-and-diving","Alabama"
"Eric Stelmar","Mansfield, Texas",2020,"swimming-and-diving","Alabama"
"Colton Stogner","Bloomington, Illinois",2020,"swimming-and-diving","Alabama"
"Riley VanMeter","Holland, Michigan",2020,"swimming-and-diving","Alabama"
"Joey Wachter","Spring Lake, Michigan",2020,"swimming-and-diving","Alabama"
"Jack Zhu","Canton, Mississippi",2020,"swimming-and-diving","Alabama"
"Kalia Antoniou","Limassol, Cyprus",2020,"swimming-and-diving","Alabama"
"Halia Bower","Framingham, Massachussets",2020,"swimming-and-diving","Alabama"
"Alli Boyd","St. Petersburg, Florida",2020,"swimming-and-diving","Alabama"
"Sydney Carlson","Phoenix, Arizona",2020,"swimming-and-diving","Alabama"
"Natalie Donkle","Madison, Wisconsin",2020,"swimming-and-diving","Alabama"
"Cora Dupre","Cincinnati, Ohio",2020,"swimming-and-diving","Alabama"
"Gracie Felner","Normandy Park, Washington",2020,"swimming-and-diving","Alabama"
"Jocelyn Fisher","Holtsville, New York",2020,"swimming-and-diving","Alabama"
"Reese Hazan","Las Vegas, Nev.",2020,"swimming-and-diving","Alabama"
"Lydia Jackson","Crestwood, Kentucky",2020,"swimming-and-diving","Alabama"
"Abby Koczo","Frisco, Texas",2020,"swimming-and-diving","Alabama"
"Morgan Liberto","Elkridge, Maryland",2020,"swimming-and-diving","Alabama"
"Tanesha Lucoe","Victoria, British Columbia",2020,"swimming-and-diving","Alabama"
"Isabella Matesa","Cincinnati, Ohio",2020,"swimming-and-diving","Alabama"
"Kensey McMahon","Jacksonville, Florida",2020,"swimming-and-diving","Alabama"
"Maddie Mechling","Mansfield, Texas",2020,"swimming-and-diving","Alabama"
"Flora Molnar","Nagykanizsa, Hungary",2020,"swimming-and-diving","Alabama"
"Meg Peel","Spring Lake, Michigan",2020,"swimming-and-diving","Alabama"
"Diana Petkova","Plovdiv, Bulgaria",2020,"swimming-and-diving","Alabama"
"Maria Reed","Mobile, Alabama",2020,"swimming-and-diving","Alabama"
"Selina Reil","Independence, Kentucky",2020,"swimming-and-diving","Alabama"
"Caitlin Reynera","The Woodlands, Texas",2020,"swimming-and-diving","Alabama"
"Polina Rukosuev","Orlando, Florida",2020,"swimming-and-diving","Alabama"
"Courtney Russo","Winter Garden, Florida",2020,"swimming-and-diving","Alabama"
"Morgan Scott","Perkasie, Pennsylvania",2020,"swimming-and-diving","Alabama"
"Savannah Slater","Atlanta, Georgia",2020,"swimming-and-diving","Alabama"
"Ashley Slayton","Winchester, Tennessee",2020,"swimming-and-diving","Alabama"
"Jada Surrell-Norwood","Denver, Colorado",2020,"swimming-and-diving","Alabama"
"Mallory Underwood","Athens, Alabama",2020,"swimming-and-diving","Alabama"
"Tori VanBuskirk","Oviedo, Florida",2020,"swimming-and-diving","Alabama"
"Ashley Voelkerding","Cincinnati, Ohio",2020,"swimming-and-diving","Alabama"
"Rhyan White","Herriman, Utah",2020,"swimming-and-diving","Alabama"
"Kaila Wong","Valencia, California",2020,"swimming-and-diving","Alabama"
"Cat Wright","Colorado Springs, Co.",2020,"swimming-and-diving","Alabama"
"Kaique Alves","Sao Paulo, Brazil",2021,"swimming-and-diving","Alabama"
"Cam Auerbach","Johns Creek, Georgia",2021,"swimming-and-diving","Alabama"
"Jonathan Berneburg","Wasenberg, Germany",2021,"swimming-and-diving","Alabama"
"Nicklas Bohn","Cumming, Georgia",2021,"swimming-and-diving","Alabama"
"Bernardo Bondra de Almeida","Sao Paulo, Brazil",2021,"swimming-and-diving","Alabama"
"Cole Brown","Louisville, Kentucky",2021,"swimming-and-diving","Alabama"
"Jackson Dement","Cypress, Texas",2021,"swimming-and-diving","Alabama"
"Noah Evans","Deland, Florida",2021,"swimming-and-diving","Alabama"
"Mohamed Farouk","Cairo, Egypt",2021,"swimming-and-diving","Alabama"
"Charlie Hawke","Newcastle, Australia",2021,"swimming-and-diving","Alabama"
"Ben Hines","Nevada, Missouri",2021,"swimming-and-diving","Alabama"
"Hunter Jaynes","Mansfield, Texas",2021,"swimming-and-diving","Alabama"
"Linus Kahl","Helsingborg, Sweden",2021,"swimming-and-diving","Alabama"
"Gil Kiesler","Haifa, Israel",2021,"swimming-and-diving","Alabama"
"Kevin Li","Fujian, China",2021,"swimming-and-diving","Alabama"
"Derek Maas","Holland, Michigan",2021,"swimming-and-diving","Alabama"
"Jake Marcum","Chattanooga, Tennessee",2021,"swimming-and-diving","Alabama"
"Matt Menke","Lexington, Kentucky",2021,"swimming-and-diving","Alabama"
"Mateo Miceli","Omaha, Nebraska",2021,"swimming-and-diving","Alabama"
"Blake Peeples","Madison, Mississippi",2021,"swimming-and-diving","Alabama"
"Nicholas Perera","Cincinnati, Ohio",2021,"swimming-and-diving","Alabama"
"Kacper Piotrowski","Warsaw, Poland",2021,"swimming-and-diving","Alabama"
"Tyler Sesvold","West Chicago, Illinois",2021,"swimming-and-diving","Alabama"
"Trey Sheils","Daphne, Alabama",2021,"swimming-and-diving","Alabama"
"John Shelstad","Minnetonka, Minnesota",2021,"swimming-and-diving","Alabama"
"Eric Stelmar","Mansfield, Texas",2021,"swimming-and-diving","Alabama"
"Riley VanMeter","Holland, Michigan",2021,"swimming-and-diving","Alabama"
"Joey Wachter","Spring Lake, Michigan",2021,"swimming-and-diving","Alabama"
"Will Watson","High Point, North Carolina",2021,"swimming-and-diving","Alabama"
"Jack Zhu","Canton, Mississippi",2021,"swimming-and-diving","Alabama"
"Kalia Antoniou","Limassol, Cyprus",2021,"swimming-and-diving","Alabama"
"Halia Bower","Framingham, Massachussets",2021,"swimming-and-diving","Alabama"
"Alli Boyd","St. Petersburg, Florida",2021,"swimming-and-diving","Alabama"
"Sydney Carlson","Phoenix, Arizona",2021,"swimming-and-diving","Alabama"
"Mela Delmenico","Sydney, Australia",2021,"swimming-and-diving","Alabama"
"Natalie Donkle","Madison, Wisconsin",2021,"swimming-and-diving","Alabama"
"Cora Dupre","Cincinnati, Ohio",2021,"swimming-and-diving","Alabama"
"Gracie Felner","Normandy Park, Washington",2021,"swimming-and-diving","Alabama"
"Jocelyn Fisher","Holtsville, New York",2021,"swimming-and-diving","Alabama"
"Sophia Garrison","Round Rock, Texas",2021,"swimming-and-diving","Alabama"
"Reese Hazan","Las Vegas, Nev.",2021,"swimming-and-diving","Alabama"
"Abby Koczo","Frisco, Texas",2021,"swimming-and-diving","Alabama"
"Morgan Liberto","Elkridge, Maryland",2021,"swimming-and-diving","Alabama"
"Tanesha Lucoe","Victoria, British Columbia",2021,"swimming-and-diving","Alabama"
"Isabella Matesa","Cincinnati, Ohio",2021,"swimming-and-diving","Alabama"
"Kensey McMahon","Jacksonville, Florida",2021,"swimming-and-diving","Alabama"
"Maddie Mechling","Mansfield, Texas",2021,"swimming-and-diving","Alabama"
"Kasia Norman","Holland, Michigan",2021,"swimming-and-diving","Alabama"
"Anna Ogren","Rochester, Minnesota",2021,"swimming-and-diving","Alabama"
"Diana Petkova","Plovdiv, Bulgaria",2021,"swimming-and-diving","Alabama"
"Selina Reil","Independence, Kentucky",2021,"swimming-and-diving","Alabama"
"Courtney Russo","Winter Garden, Florida",2021,"swimming-and-diving","Alabama"
"Morgan Scott","Perkasie, Pennsylvania",2021,"swimming-and-diving","Alabama"
"Savannah Slater","Atlanta, Georgia",2021,"swimming-and-diving","Alabama"
"Ashley Slayton","Winchester, Tennessee",2021,"swimming-and-diving","Alabama"
"Jada Surrell-Norwood","Denver, Colorado",2021,"swimming-and-diving","Alabama"
"Ashley Voelkerding","Cincinnati, Ohio",2021,"swimming-and-diving","Alabama"
"Rhyan White","Herriman, Utah",2021,"swimming-and-diving","Alabama"
"Kailyn Winter","Soquel, California",2021,"swimming-and-diving","Alabama"
"Avery Wiseman","Drayton Valley, Alabama",2021,"swimming-and-diving","Alabama"
"Cat Wright","Colorado Springs, Co.",2021,"swimming-and-diving","Alabama"
"Kaique Alves","Sao Paulo, Brazil",2022,"swimming-and-diving","Alabama"
"Cam Auerbach","Johns Creek, Georgia",2022,"swimming-and-diving","Alabama"
"Drayden Bell","Wichita, Kan.",2022,"swimming-and-diving","Alabama"
"Bernardo Bondra de Almeida","Sao Paulo, Brazil",2022,"swimming-and-diving","Alabama"
"Michael Deans","Johannesburg, South Africa",2022,"swimming-and-diving","Alabama"
"Jackson Dement","Cypress, Texas",2022,"swimming-and-diving","Alabama"
"Peter Edin","Cary, North Carolina",2022,"swimming-and-diving","Alabama"
"Dax Harris","Greensboro, North Carolina",2022,"swimming-and-diving","Alabama"
"Charlie Hawke","Newcastle, Australia",2022,"swimming-and-diving","Alabama"
"John Hayes","Louisville, Kentucky",2022,"swimming-and-diving","Alabama"
"Isiah Hilton","Mansfield, Texas",2022,"swimming-and-diving","Alabama"
"Ben Hines","Nevada, Missouri",2022,"swimming-and-diving","Alabama"
"Victor Johansson","Nässjö, Sweden",2022,"swimming-and-diving","Alabama"
"Tanner Jones","Swedesboro, New Jersey",2022,"swimming-and-diving","Alabama"
"Linus Kahl","Helsingborg, Sweden",2022,"swimming-and-diving","Alabama"
"Tim Korstanje","Nijmegen, Netherlands",2022,"swimming-and-diving","Alabama"
"Gavin Lindley","Rogers, Arkansas",2022,"swimming-and-diving","Alabama"
"Connor Little","Kingwood, Texas",2022,"swimming-and-diving","Alabama"
"Derek Maas","Holland, Michigan",2022,"swimming-and-diving","Alabama"
"Jake Marcum","Chattanooga, Tennessee",2022,"swimming-and-diving","Alabama"
"Matt Menke","Lexington, Kentucky",2022,"swimming-and-diving","Alabama"
"Mateo Miceli","Omaha, Nebraska",2022,"swimming-and-diving","Alabama"
"Ethan Otten","Beavercreek, Ohio",2022,"swimming-and-diving","Alabama"
"Blake Peeples","Madison, Mississippi",2022,"swimming-and-diving","Alabama"
"Kacper Piotrowski","Warsaw, Poland",2022,"swimming-and-diving","Alabama"
"Trey Sheils","Daphne, Alabama",2022,"swimming-and-diving","Alabama"
"Eric Stelmar","Mansfield, Texas",2022,"swimming-and-diving","Alabama"
"Riley VanMeter","Holland, Michigan",2022,"swimming-and-diving","Alabama"
"Joey Wachter","Spring Lake, Michigan",2022,"swimming-and-diving","Alabama"
"Will Watson","High Point, North Carolina",2022,"swimming-and-diving","Alabama"
"Jack Zhu","Canton, Mississippi",2022,"swimming-and-diving","Alabama"
"Kalia Antoniou","Limassol, Cyprus",2022,"swimming-and-diving","Alabama"
"Laci Black","Rockwell, Texas",2022,"swimming-and-diving","Alabama"
"Lockett Bowley","Winter Park, Florida",2022,"swimming-and-diving","Alabama"
"Mackenzie Brandt","Wilmington, Del.",2022,"swimming-and-diving","Alabama"
"Sydney Carlson","Phoenix, Arizona",2022,"swimming-and-diving","Alabama"
"Mela Delmenico","Sydney, Australia",2022,"swimming-and-diving","Alabama"
"Cora Dupre","Cincinnati, Ohio",2022,"swimming-and-diving","Alabama"
"Gracie Felner","Normandy Park, Washington",2022,"swimming-and-diving","Alabama"
"Jocelyn Fisher","Holtsville, New York",2022,"swimming-and-diving","Alabama"
"Sophia Garrison","Round Rock, Texas",2022,"swimming-and-diving","Alabama"
"Kylee Grafmiller","Humble, Texas",2022,"swimming-and-diving","Alabama"
"Emily Jones","Newcastle, Australia",2022,"swimming-and-diving","Alabama"
"Abby Koczo","Frisco, Texas",2022,"swimming-and-diving","Alabama"
"Isabella Matesa","Cincinnati, Ohio",2022,"swimming-and-diving","Alabama"
"Kensey McMahon","Jacksonville, Florida",2022,"swimming-and-diving","Alabama"
"Maddie Mechling","Mansfield, Texas",2022,"swimming-and-diving","Alabama"
"Kasia Norman","Holland, Michigan",2022,"swimming-and-diving","Alabama"
"Anna Ogren","Rochester, Minnesota",2022,"swimming-and-diving","Alabama"
"Diana Petkova","Plovdiv, Bulgaria",2022,"swimming-and-diving","Alabama"
